account_length,international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_net_minutes,total_net_calls,total_net_charge
115,0,0,0.0,7.5,6.0,2.03,2,0,723.6,277.0,68.66
141,0,1,28.0,9.3,10.5,2.51,2,0,643.0999999999999,376.0,65.37
51,0,0,0.0,15.3,1.0,4.13,1,0,513.3,320.0,62.629999999999995
100,0,0,0.0,12.5,3.0,3.38,0,0,684.2,281.0,67.58999999999999
96,0,1,40.0,10.3,2.0,2.78,3,0,652.7,303.0,66.09
112,0,1,16.0,11.3,3.0,3.05,1,0,551.8,341.0,57.74
129,1,0,0.0,10.9,4.0,2.94,1,0,583.5999999999999,362.0,57.790000000000006
163,0,0,0.0,12.5,7.0,3.38,1,0,416.0,334.0,38.56
67,0,1,40.0,9.6,9.0,2.59,1,0,538.6,286.0,46.0
140,0,0,0.0,11.2,5.0,3.02,3,0,579.3,325.0,55.59
49,0,0,0.0,12.4,7.0,3.35,2,0,607.1,314.0,53.18
46,0,0,0.0,13.3,2.0,3.59,2,1,705.9000000000001,294.0,73.47999999999999
148,0,0,0.0,11.4,4.0,3.08,1,0,641.9000000000001,306.0,62.48
112,0,0,0.0,12.8,2.0,3.46,1,0,684.7,268.0,68.52
78,0,0,0.0,11.8,5.0,3.19,2,0,485.9,332.0,48.25
61,0,1,31.0,8.6,3.0,2.32,0,0,695.7,252.0,75.54
58,0,1,29.0,11.2,3.0,3.02,1,0,523.5,279.0,58.37
100,0,0,0.0,8.3,4.0,2.24,0,1,674.2,276.0,72.16
113,0,0,0.0,13.5,3.0,3.65,1,0,675.0,322.0,62.97
81,0,0,0.0,6.3,2.0,1.7,2,0,549.6,287.0,51.830000000000005
135,0,1,27.0,12.3,6.0,3.32,1,0,673.2,352.0,70.63
99,0,0,0.0,12.4,4.0,3.35,0,0,566.7,255.0,55.54
135,0,0,0.0,12.6,5.0,3.4,1,0,589.1,359.0,64.87
85,1,0,0.0,9.6,7.0,2.59,2,0,697.3125,343.0,59.89625
88,0,0,0.0,9.6,4.0,2.59,3,0,553.4,364.0,51.63
55,0,0,0.0,6.9,5.0,1.86,2,0,614.0,343.0,68.84
79,0,1,21.0,6.3,3.0,1.7,4,0,640.5,289.0,69.97
85,0,0,0.0,12.5,5.0,3.38,0,0,601.3,307.0,53.89
86,0,1,23.0,9.8,2.0,2.65,0,0,717.5,293.0,70.34
91,0,0,0.0,8.3,3.0,2.24,0,0,654.3,314.0,57.879999999999995
149,0,1,20.0,14.3,9.0,3.86,1,0,663.5999999999999,241.0,65.68
97,0,0,0.0,11.1,1.0,3.0,1,1,753.0,326.0,76.89
88,0,0,0.0,14.8,2.0,4.0,1,1,670.7,351.0,73.1
60,0,0,0.0,9.3,2.0,2.51,2,0,502.29999999999995,226.0,42.09
54,0,0,0.0,9.7,7.0,2.62,2,0,539.5,233.0,54.82
109,0,0,0.0,11.0,3.0,2.97,0,0,458.09999999999997,325.0,48.43000000000001
90,0,0,0.0,9.6,5.0,2.59,1,0,619.0,323.0,69.41
115,0,0,0.0,9.6,9.0,2.59,3,0,676.0,316.0,58.04
144,0,1,18.0,10.1,5.0,2.73,1,0,422.9,333.0,36.660000000000004
91,0,0,0.0,5.9,2.0,1.59,0,0,609.5,251.0,51.949999999999996
71,1,0,0.0,13.6,3.0,3.67,3,1,528.1,318.0,52.739999999999995
132,0,1,36.0,10.5,5.0,2.84,3,1,666.5999999999999,330.0,65.54
41,0,1,34.0,17.2,9.0,4.64,2,0,609.5,288.0,61.93
44,0,0,0.0,10.6,2.0,2.86,1,0,645.5999999999999,335.0,65.67
78,0,0,0.0,9.5,6.0,2.57,3,0,499.7,286.0,41.81
149,0,0,0.0,6.3,3.0,1.7,1,0,387.1,270.0,31.52
72,0,1,33.0,6.2,4.0,1.67,4,1,575.3,274.0,50.580000000000005
139,0,1,20.0,14.8,10.5,4.0,0,0,612.5,365.0,63.78999999999999
141,0,1,23.0,7.6,2.0,2.05,3,0,532.5,345.0,49.17
140,0,0,0.0,8.1,2.0,2.19,1,0,608.9000000000001,356.0,52.699999999999996
99,0,0,0.0,11.2,4.0,3.02,2,0,620.0,301.0,58.029999999999994
166,0,0,0.0,11.6,6.0,3.13,1,0,547.5,256.0,57.459999999999994
124,0,0,0.0,5.3,3.0,1.43,1,0,593.9,320.0,53.11000000000001
74,0,0,0.0,8.1,4.0,2.19,0,0,586.8,276.0,52.809999999999995
117,0,0,0.0,13.3,10.5,3.59,2,0,618.7,297.0,56.82
85,0,0,0.0,11.0,2.0,2.97,3,0,677.3,308.0,67.53
36,0,1,16.0,6.7,2.0,1.81,0,0,413.90000000000003,311.0,42.56999999999999
102,1,0,0.0,12.8,3.0,3.46,0,0,602.3,340.0,65.2
76,0,0,0.0,10.5,2.0,2.84,0,0,741.1,344.0,70.57
165,0,0,0.0,3.25,0.0,0.8899999999999992,1,0,681.1,317.0,69.39999999999999
130,0,0,0.0,12.3,4.0,3.32,1,0,567.2,294.0,53.54
55,1,0,0.0,14.3,6.0,3.86,1,1,651.7,302.0,63.56
92,1,0,0.0,9.4,2.0,2.54,2,1,635.5,333.0,55.36
129,0,1,33.0,5.9,2.0,1.59,2,0,661.6999999999999,345.5,55.87
18,0,0,0.0,8.2,4.0,2.21,1,0,638.8000000000001,329.0,67.53
161,1,0,0.0,11.1,9.0,3.0,2,0,516.0,292.0,49.949999999999996
75,1,0,0.0,9.7,4.0,2.62,4,1,492.79999999999995,243.0,52.82000000000001
126,0,1,23.0,12.6,7.0,3.4,3,0,545.0,316.0,46.43
93,1,0,0.0,17.25,5.0,4.65,1,1,646.0,291.0,64.48
109,1,1,26.0,9.3,3.0,2.51,0,0,643.4,325.0,61.92
80,0,0,0.0,12.4,10.5,3.35,0,0,624.8000000000001,277.0,60.1
41,0,0,0.0,11.1,5.0,3.0,1,0,547.1,217.0,49.57
136,0,1,31.0,11.4,5.0,3.08,2,0,607.5,273.0,54.69
92,0,0,0.0,5.6,2.0,1.51,3,1,771.8,327.0,67.17
143,0,1,24.0,11.6,5.0,3.13,1,0,643.5,323.0,61.160000000000004
118,0,1,26.0,9.6,5.0,2.59,5,1,540.0,337.0,53.64
193,0,1,17.0,12.3,3.0,3.32,1,0,532.0,312.0,47.56
73,0,0,0.0,14.8,8.0,4.0,3,0,623.8,282.0,64.03
62,0,0,0.0,9.1,8.0,2.46,2,0,618.4000000000001,288.0,57.629999999999995
30,0,1,30.0,6.6,3.0,1.78,0,0,658.4000000000001,264.0,65.35000000000001
60,1,1,29.0,14.0,10.5,3.78,0,1,589.8,289.0,68.4
96,0,0,0.0,7.6,1.0,2.05,2,0,587.9,308.0,51.01
52,0,0,0.0,9.4,4.0,2.54,2,0,496.69999999999993,320.0,55.53
87,0,0,0.0,12.9,3.0,3.48,1,0,562.4,291.0,55.32
41,0,0,0.0,9.0,3.0,2.43,3,0,470.20000000000005,293.0,52.67
112,0,0,0.0,11.6,2.0,3.13,1,0,546.8,300.0,63.46
88,0,0,0.0,8.2,3.0,2.21,4,1,474.29999999999995,244.0,36.96
122,0,1,27.0,9.2,5.0,2.48,7,0,673.4,316.0,71.18
61,0,0,0.0,9.8,6.0,2.65,2,0,349.20000000000005,276.0,27.389999999999997
87,0,0,0.0,13.0,6.0,3.51,1,0,470.7,349.0,56.959999999999994
30,0,0,0.0,12.5,3.0,3.38,0,0,601.5999999999999,322.0,62.8
95,0,1,22.0,11.9,7.0,3.21,0,0,438.5,307.0,30.18
46,0,0,0.0,8.6,4.0,2.32,2,0,481.40000000000003,348.0,43.559999999999995
100,1,0,0.0,12.1,9.0,3.27,0,0,609.25,324.0,49.394999999999996
77,0,0,0.0,6.7,3.0,1.81,2,0,615.5,267.0,56.83
98,0,1,38.0,10.7,5.0,2.89,2,0,674.4,238.0,67.19
125,0,1,36.0,5.4,3.0,1.46,1,0,391.15000000000003,299.0,45.334999999999994
194,0,0,0.0,17.25,1.0,4.65,1,0,548.0,326.0,41.95
190,0,1,22.0,8.5,3.0,2.3,0,0,470.5,287.0,49.309999999999995
165,0,0,0.0,12.4,8.0,3.35,0,0,632.0999999999999,353.0,63.15
59,0,0,0.0,9.9,3.0,2.67,2,0,541.9,330.0,46.529999999999994
47,0,1,28.0,7.8,2.0,2.11,1,0,422.8,286.0,43.41
150,0,1,29.0,6.6,1.0,1.78,0,0,509.79999999999995,242.0,55.5
152,1,1,20.0,14.2,3.0,3.83,9,1,756.0999999999999,294.0,73.85
26,0,0,0.0,3.5,6.0,0.95,3,0,642.6,332.0,66.89
79,0,1,31.0,12.2,8.0,3.29,3,0,422.5,317.0,41.629999999999995
95,0,1,27.0,11.9,3.0,3.21,1,0,646.4,311.0,55.24
69,1,0,0.0,8.4,10.0,2.27,2,1,699.5,299.0,76.4
95,1,1,40.0,10.3,9.0,2.78,5,1,471.3,219.0,46.349999999999994
31,0,1,31.0,5.9,3.0,1.59,0,0,601.4,282.0,49.44
121,0,1,31.0,10.1,5.0,2.73,4,0,639.4,265.0,66.64
44,0,0,0.0,10.2,4.0,2.75,3,1,738.5,294.0,79.57
74,0,1,25.0,13.1,2.0,3.54,2,0,490.0,262.0,51.169999999999995
58,0,1,20.0,9.5,2.0,2.57,1,0,644.8,291.0,61.88
74,0,0,0.0,8.3,5.0,2.24,2,1,682.8,313.0,62.53
125,0,0,0.0,7.7,6.0,2.08,2,0,576.7,316.0,47.9
80,0,0,0.0,10.7,1.0,2.89,1,0,642.7,300.0,58.480000000000004
99,0,1,28.0,9.1,5.0,2.46,1,0,637.5999999999999,306.0,64.35
99,0,0,0.0,10.9,5.0,2.94,1,0,474.7,295.0,43.5
66,0,1,29.0,8.0,1.0,2.16,2,0,718.3,307.0,71.3
97,0,0,0.0,4.7,4.0,1.27,3,0,523.0,278.0,57.48
75,0,1,37.0,11.3,5.0,3.05,2,0,641.5999999999999,304.0,54.92
85,1,0,0.0,3.6,7.0,0.97,2,0,551.3,288.0,59.339999999999996
108,0,0,0.0,10.0,6.0,2.7,2,0,597.5,276.0,69.94
51,0,0,0.0,10.3,2.0,2.78,1,0,565.5999999999999,314.0,56.019999999999996
186,0,1,26.0,14.5,3.0,3.92,2,0,547.9000000000001,313.0,41.03
44,1,0,0.0,10.8,3.0,2.92,1,0,476.0,282.0,40.21
64,0,1,31.0,9.0,1.0,2.43,3,0,644.2,321.0,67.5
44,0,0,0.0,9.9,5.0,2.67,2,1,784.4000000000001,277.0,74.87
114,0,1,36.0,14.2,2.0,3.83,1,0,693.7,284.0,77.97000000000001
110,0,0,0.0,11.7,4.0,3.16,2,0,469.8,324.0,47.06999999999999
90,0,1,30.0,7.7,3.0,2.08,1,0,557.6,295.0,57.25
72,0,1,21.0,16.5,4.0,4.46,1,0,708.9000000000001,313.0,68.64
113,0,0,0.0,7.4,2.0,2.0,1,1,790.95,380.0,75.185
171,0,1,25.0,10.2,3.0,2.75,3,0,557.2,285.0,60.3
104,0,0,0.0,10.7,8.0,2.89,1,0,488.5,316.0,48.720000000000006
165,0,0,0.0,10.3,2.0,2.78,1,0,655.2,261.0,56.019999999999996
104,0,0,0.0,9.8,6.0,2.65,0,1,711.1999999999999,299.0,73.0
110,0,0,0.0,10.2,5.0,2.75,1,0,420.7,334.0,32.43
90,1,0,0.0,8.4,4.0,2.27,1,0,641.4000000000001,384.5,64.74000000000001
114,0,0,0.0,7.4,8.0,2.0,1,0,413.05,295.0,42.355
101,0,0,0.0,13.5,10.5,3.65,5,1,519.9,290.0,45.01
117,0,1,14.0,8.6,2.0,2.32,1,0,421.79999999999995,286.0,37.769999999999996
82,0,0,0.0,12.9,2.0,3.48,1,0,516.4,336.0,47.26
92,0,0,0.0,9.6,1.0,2.59,2,0,476.90000000000003,317.0,47.23
82,0,1,29.0,9.5,5.0,2.57,2,0,630.5999999999999,340.0,64.44
90,0,0,0.0,12.5,6.0,3.38,2,0,637.3,325.0,60.87
124,0,0,0.0,9.6,4.0,2.59,3,0,481.6,247.0,46.59
39,0,0,0.0,9.1,5.0,2.46,2,0,498.3,277.0,46.58
75,0,1,40.0,9.2,6.0,2.48,0,0,661.8,299.0,64.59
102,0,0,0.0,9.1,4.0,2.46,2,0,519.1,306.0,46.02
143,0,0,0.0,4.6,4.0,1.24,1,0,512.5,284.0,55.05
53,0,0,0.0,11.6,6.0,3.13,3,0,567.3,354.0,43.34
30,0,0,0.0,11.4,7.0,3.08,1,0,564.8,355.0,55.66
112,0,0,0.0,12.7,8.0,3.43,2,1,803.0124999999999,318.0,85.3175
129,0,0,0.0,13.1,8.0,3.54,0,0,558.2,321.0,54.13
63,0,1,29.0,6.6,8.0,1.78,1,0,501.1,254.0,45.08
28,0,0,0.0,10.6,5.0,2.86,0,0,645.2,304.0,62.46
90,0,0,0.0,12.7,3.0,3.43,1,0,646.9,222.0,59.5
151,0,0,0.0,7.7,6.0,2.08,4,0,585.5,367.0,55.24
105,1,1,29.0,13.2,6.0,3.56,1,1,628.9,292.0,64.59
41,0,1,37.0,7.3,1.0,1.97,2,0,650.8000000000001,325.0,68.14
48,0,1,40.0,8.0,5.0,2.16,1,0,605.3,271.0,56.75
166,1,1,35.0,8.8,7.0,2.38,2,0,701.5999999999999,381.0,58.56999999999999
79,0,0,0.0,14.0,6.0,3.78,3,0,615.9,380.0,55.629999999999995
153,0,0,0.0,11.6,6.0,3.13,1,0,492.8,300.0,52.79
110,1,0,0.0,14.5,4.0,3.92,0,1,748.7,260.0,77.89
163,0,0,0.0,12.8,4.0,3.46,1,0,653.6,297.0,61.08
105,0,1,33.0,10.6,3.0,2.86,2,0,477.5,339.0,53.56
172,0,0,0.0,7.1,1.0,1.92,3,0,626.6,307.0,61.019999999999996
126,0,0,0.0,5.1,2.0,1.38,0,0,631.2,313.0,57.4
97,0,0,0.0,13.8,4.0,3.73,3,0,515.5,300.0,50.29
95,1,1,37.0,4.1,2.0,1.11,0,1,610.6,290.0,62.41
87,0,0,0.0,7.4,2.0,2.0,4,0,666.3,287.0,68.42999999999999
97,0,0,0.0,6.5,5.0,1.76,1,0,482.5,304.0,44.5
140,0,0,0.0,13.9,4.0,3.75,0,0,590.8000000000001,299.0,57.78
169,0,0,0.0,9.5,2.0,2.57,0,0,524.4,276.0,45.4
68,0,1,22.0,4.8,4.0,1.3,3,0,552.4,305.0,46.77
122,0,1,34.0,15.6,4.0,4.21,2,0,456.1,298.0,42.41
36,0,0,0.0,10.8,6.0,2.92,2,0,708.8,318.0,63.11
120,0,1,27.0,10.2,7.0,2.75,5,0,604.0,251.0,54.13
121,0,0,0.0,9.2,10.5,2.48,1,0,517.0,354.0,50.0
64,0,1,19.0,7.5,3.0,2.03,0,0,545.0,316.0,52.14
13,0,1,31.0,12.9,1.0,3.48,1,0,672.2,306.0,69.32000000000001
106,0,0,0.0,11.4,2.0,3.08,0,0,473.20000000000005,310.0,42.730000000000004
88,0,0,0.0,7.9,4.0,2.13,2,0,541.2,295.0,51.49
74,0,0,0.0,9.8,3.0,2.65,1,0,572.3,328.0,54.35
83,0,0,0.0,11.0,10.5,2.97,0,0,586.1,267.0,59.17
49,0,0,0.0,15.6,7.0,4.21,0,0,718.7,300.0,69.67
111,0,1,24.0,14.0,4.0,3.78,1,0,640.7,308.0,63.3
50,0,1,22.0,8.5,4.0,2.3,3,0,589.2,357.0,65.24
88,0,0,0.0,7.5,5.0,2.03,1,0,475.20000000000005,343.0,50.49
131,0,1,39.0,9.1,4.0,2.46,0,0,275.2,352.0,25.08
79,0,0,0.0,6.0,3.0,1.62,3,1,729.0,228.0,73.94
140,0,0,0.0,11.5,4.0,3.11,2,0,595.8,322.0,66.53999999999999
105,0,0,0.0,9.5,6.0,2.57,1,0,598.0,245.0,61.790000000000006
87,0,1,22.0,8.5,3.0,2.3,3,0,575.3000000000001,289.0,63.0
96,0,1,31.0,10.5,5.0,2.84,1,0,559.0,325.0,55.9
79,0,0,0.0,9.4,10.0,2.54,5,1,583.2,263.0,53.71
55,0,0,0.0,9.3,4.0,2.51,0,0,626.9,320.0,56.63
130,0,0,0.0,9.3,2.0,2.51,2,0,487.70000000000005,304.0,56.379999999999995
34,0,0,0.0,9.9,7.0,2.67,0,0,469.0,289.0,45.24
139,0,0,0.0,8.3,2.0,2.24,1,0,437.5,266.0,43.53
109,0,0,0.0,9.5,9.0,2.57,1,1,767.1,275.0,79.81
65,0,1,31.0,12.0,4.0,3.24,1,0,659.8,252.0,71.06
152,0,0,0.0,7.4,4.0,2.0,3,0,405.29999999999995,302.0,48.08
147,0,0,0.0,7.8,4.0,2.11,1,0,612.6,307.0,59.9
112,0,1,22.0,9.2,4.0,2.48,2,0,672.5999999999999,374.0,62.12
120,0,0,0.0,9.6,1.0,2.59,2,0,554.0,322.0,62.44
171,0,0,0.0,12.3,1.0,3.32,1,0,626.8,333.0,64.64999999999999
101,0,1,33.0,15.5,4.0,4.19,0,0,594.1,320.0,59.31
32,0,1,26.0,16.3,4.0,4.4,1,0,711.8,314.0,74.67
151,0,0,0.0,11.8,5.0,3.19,0,0,479.8,281.0,49.28
60,0,0,0.0,11.2,3.0,3.02,3,0,585.2,240.0,51.93
119,0,0,0.0,7.5,10.5,2.03,1,0,606.1,248.0,58.37
43,0,0,0.0,5.9,3.0,1.59,1,0,636.1,326.0,64.03999999999999
84,0,0,0.0,9.4,4.0,2.54,1,0,571.4,287.0,62.29
65,0,0,0.0,8.9,4.0,2.4,0,0,555.1,324.0,56.65
75,1,0,0.0,8.7,9.0,2.35,1,1,757.4,293.0,74.97
116,0,0,0.0,13.1,2.0,3.54,1,0,585.1,291.0,57.60999999999999
107,0,0,0.0,9.3,5.0,2.51,0,0,537.6,264.0,45.91
189,0,1,38.0,11.4,3.0,3.08,3,0,530.2,305.0,61.97
123,0,0,0.0,6.5,1.0,1.76,1,0,603.1,333.0,56.7
110,0,0,0.0,11.1,8.0,3.0,3,0,537.8,240.0,46.05
63,0,1,32.0,8.6,7.0,2.32,1,0,451.81250000000006,327.0,32.0775
176,0,0,0.0,10.1,2.0,2.73,3,0,592.0,287.0,63.11
108,0,0,0.0,12.6,8.0,3.4,1,0,603.4,334.0,58.56999999999999
71,0,0,0.0,8.2,2.0,2.21,1,0,536.2,326.0,64.08999999999999
137,0,0,0.0,10.2,4.0,2.75,1,0,512.7,315.0,49.17999999999999
82,0,0,0.0,5.7,7.0,1.54,4,0,654.4,286.0,63.730000000000004
92,0,1,29.0,8.0,4.0,2.16,3,0,598.8,332.0,53.91
165,0,0,0.0,10.9,4.0,2.94,6,0,611.6,298.0,57.54
96,0,0,0.0,11.6,9.0,3.13,1,0,423.29999999999995,321.0,35.47
156,0,0,0.0,7.5,3.0,2.03,1,0,526.4000000000001,268.0,53.17
63,0,0,0.0,9.1,4.0,2.46,0,0,629.5,251.0,57.94
37,0,0,0.0,8.4,10.5,2.27,0,0,699.1,263.0,64.65
98,0,0,0.0,11.0,9.0,2.97,0,0,595.1,279.0,61.519999999999996
121,0,0,0.0,10.7,3.0,2.89,0,0,399.5,305.0,36.05
94,0,0,0.0,7.7,3.0,2.08,0,0,426.7,316.0,42.989999999999995
99,0,0,0.0,14.1,3.0,3.81,1,0,598.7,326.0,57.39
163,0,1,23.0,10.4,7.0,2.81,1,0,579.3,286.0,53.65
161,0,0,0.0,6.5,4.0,1.76,3,0,608.8,290.0,62.83
108,0,0,0.0,3.6,5.0,0.97,1,0,605.3,262.0,62.0
84,0,1,40.0,7.6,7.0,2.05,3,0,649.6,287.0,58.84
83,1,1,32.0,10.6,6.0,2.86,2,0,449.5,318.0,38.239999999999995
139,0,0,0.0,9.7,3.0,2.62,2,0,553.5,256.0,56.4
69,0,0,0.0,12.5,4.0,3.38,3,0,671.9,297.0,63.32000000000001
106,0,0,0.0,3.25,0.0,0.8899999999999992,2,0,425.4,283.0,36.58
158,0,0,0.0,6.9,2.0,1.86,2,0,636.4,335.0,64.62
168,0,1,22.0,7.3,5.0,1.97,2,0,562.1,256.0,55.74
115,1,0,0.0,15.3,6.0,4.13,1,1,644.0999999999999,320.0,69.92
57,1,1,30.0,11.4,4.0,3.08,2,0,698.5,340.0,68.55999999999999
67,0,0,0.0,7.2,6.0,1.94,1,0,609.5999999999999,285.0,62.540000000000006
127,0,0,0.0,9.3,3.0,2.51,1,0,536.2,350.0,53.71
78,0,0,0.0,11.7,5.0,3.16,2,0,641.3,286.0,60.42
100,0,1,38.0,7.4,2.0,2.0,0,0,583.5,268.0,54.94
103,0,1,36.0,10.9,5.0,2.94,6,1,423.2,282.0,36.71
113,0,0,0.0,13.5,3.0,3.65,1,0,514.4,338.0,57.830000000000005
129,0,1,36.0,16.4,5.0,4.43,1,0,586.3,304.0,57.57
57,0,0,0.0,11.9,3.0,3.21,2,0,581.2,311.0,52.83
82,0,0,0.0,7.8,5.0,2.11,1,0,602.0999999999999,310.0,51.89
64,0,0,0.0,9.2,2.0,2.48,1,0,636.2,322.0,64.33
86,0,1,39.0,12.7,5.0,3.43,2,0,630.3,324.0,69.58
151,0,1,26.0,13.4,5.0,3.62,0,0,594.1,333.0,58.33
94,0,0,0.0,11.5,3.0,3.11,3,1,695.4,261.0,73.29
90,0,0,0.0,8.0,1.0,2.16,2,0,726.0,328.0,70.25999999999999
48,0,0,0.0,7.2,5.0,1.94,2,0,631.0,291.0,71.27
93,1,1,20.0,12.1,4.0,3.27,1,0,532.6,331.0,54.2
169,1,0,0.0,6.5,6.0,1.76,3,0,531.5,279.0,39.04
91,1,0,0.0,16.7,3.0,4.51,2,1,544.5,342.0,49.66
101,0,0,0.0,8.8,8.0,2.38,1,0,603.0999999999999,286.0,59.32000000000001
67,0,1,20.0,9.4,2.0,2.54,1,0,581.9,221.0,62.57
66,0,0,0.0,11.5,3.0,3.11,0,0,442.2125000000001,314.0,35.2975
116,0,1,17.0,11.4,3.0,3.08,5,0,682.1,341.0,64.49
158,0,0,0.0,10.4,6.0,2.81,1,0,560.9,296.0,57.03
119,0,1,26.0,6.6,8.0,1.78,1,0,554.0,299.0,55.11
120,0,0,0.0,6.4,2.0,1.73,1,0,502.5,336.0,46.2
155,0,0,0.0,7.8,1.0,2.11,1,0,607.1,341.0,58.23
106,0,0,0.0,8.7,5.0,2.35,1,0,612.5,328.0,65.96000000000001
146,0,1,32.0,8.2,4.0,2.21,3,0,487.7,278.0,48.620000000000005
101,0,1,29.0,10.1,6.0,2.73,0,0,549.2,291.0,47.31
22,0,1,23.0,12.7,4.0,3.43,3,0,475.5,255.0,50.75
90,0,0,0.0,11.0,5.0,2.97,2,0,406.9,317.0,37.519999999999996
41,0,0,0.0,9.6,4.0,2.59,1,0,585.5,314.0,57.46
33,0,0,0.0,9.8,10.5,2.65,2,0,602.4000000000001,278.0,63.42999999999999
112,0,0,0.0,13.1,5.0,3.54,1,0,543.7,297.0,48.68000000000001
108,0,1,30.0,9.8,6.0,2.65,2,0,674.6,307.0,73.74000000000001
136,0,1,21.0,9.5,4.0,2.57,2,0,681.2,305.0,60.32
128,0,0,0.0,10.1,5.0,2.73,1,0,664.5,247.0,64.15
27,0,0,0.0,8.4,3.0,2.27,2,0,574.2,319.0,60.07000000000001
161,1,0,0.0,3.25,6.0,0.8899999999999992,1,0,641.5,332.0,63.25999999999999
33,0,1,35.0,15.0,5.0,4.05,0,0,765.6,296.0,68.25
120,0,1,31.0,11.4,4.0,3.08,0,0,610.0,255.0,55.4
122,1,0,0.0,11.0,2.0,2.97,0,1,656.5,288.0,68.13
148,0,1,26.0,15.2,4.0,4.1,2,0,598.9,379.0,62.28
74,0,0,0.0,9.7,2.0,2.62,3,0,611.7,272.0,65.31
106,0,0,0.0,11.0,3.0,2.97,1,0,582.1999999999999,302.0,59.599999999999994
179,0,0,0.0,13.3,4.0,3.59,1,0,576.4,269.0,54.92
149,1,1,28.0,8.8,3.0,2.38,5,1,439.0,276.0,42.29
77,0,0,0.0,9.2,7.0,2.48,0,0,610.6,298.0,59.45
127,1,0,0.0,7.7,2.0,2.08,1,1,527.0,348.0,52.540000000000006
106,0,0,0.0,10.7,4.0,2.89,1,0,568.8,257.0,54.660000000000004
61,0,1,20.0,10.5,4.0,2.84,0,0,667.5,320.0,68.3
135,1,1,24.0,5.8,4.0,1.57,2,0,577.0,243.0,50.53
115,0,1,26.0,13.6,5.0,3.67,6,0,613.4,255.0,57.61
167,1,0,0.0,10.1,4.0,2.73,2,0,630.9,291.0,65.5
112,1,0,0.0,10.7,4.0,2.89,1,0,496.8,386.0,50.629999999999995
35,0,1,27.0,9.4,4.0,2.54,1,0,672.5999999999999,256.0,66.16
103,1,0,0.0,9.4,4.0,2.54,3,0,513.4,268.0,37.769999999999996
107,0,1,22.0,11.2,9.0,3.02,1,0,664.2,341.0,70.77
69,0,0,0.0,10.7,5.0,2.89,3,0,634.5,210.0,67.62
24,0,0,0.0,11.1,6.0,3.0,2,1,656.9000000000001,293.0,71.11
90,0,0,0.0,11.8,2.0,3.19,2,0,466.4,292.0,52.56
137,0,0,0.0,10.5,3.0,2.84,3,0,503.2,254.0,45.39
92,1,1,40.0,7.5,3.0,2.03,0,0,573.4,267.0,68.86
38,0,0,0.0,14.1,3.0,3.81,2,0,591.1,239.0,55.28999999999999
69,1,1,33.0,8.2,2.0,2.21,1,1,690.3,285.0,75.13999999999999
73,0,0,0.0,15.1,2.0,4.08,1,0,594.5,316.0,59.75
92,0,0,0.0,10.8,4.0,2.92,1,0,625.2,294.0,63.53
113,0,1,32.0,8.4,2.0,2.27,1,0,476.70000000000005,337.0,49.18
68,1,0,0.0,14.5,7.0,3.92,1,1,566.4,372.0,52.83
135,0,1,22.0,14.6,5.0,3.94,2,0,591.2,343.0,61.620000000000005
100,0,1,26.0,15.9,5.0,4.29,1,0,505.0,365.0,47.45
96,0,1,27.0,11.3,2.0,3.05,1,0,661.6,294.0,71.27000000000001
108,0,0,0.0,9.4,5.0,2.54,1,0,628.7,331.0,67.14999999999999
84,0,0,0.0,6.5,4.0,1.76,0,0,757.1,286.0,70.7
134,0,0,0.0,12.6,3.0,3.4,1,0,752.9,261.0,70.07
72,0,0,0.0,9.8,4.0,2.65,0,0,683.1,240.0,71.14
83,0,0,0.0,6.8,4.0,1.84,0,0,505.5,280.0,56.099999999999994
56,0,1,30.0,12.1,3.0,3.27,1,0,493.79999999999995,316.0,45.0
171,0,1,17.0,5.8,3.0,1.57,1,0,627.8,296.0,61.21
123,0,0,0.0,12.1,4.0,3.27,1,0,582.3,340.0,60.129999999999995
58,0,0,0.0,9.9,6.0,2.67,0,0,520.1,342.0,57.03
156,0,0,0.0,13.1,4.0,3.54,1,0,416.1,258.0,38.31
166,0,0,0.0,15.3,5.0,4.13,0,0,641.0999999999999,299.0,61.64
75,0,1,40.0,12.4,4.0,3.35,1,0,506.0,293.0,47.269999999999996
75,0,0,0.0,5.7,3.0,1.54,2,1,769.5,288.0,80.74
83,0,0,0.0,12.1,5.0,3.27,1,0,647.0999999999999,293.0,65.91
243,0,0,0.0,6.6,6.0,1.78,2,0,523.4,273.0,42.04
153,0,0,0.0,15.1,3.0,4.08,1,0,599.4,324.0,58.45
150,0,0,0.0,13.1,3.0,3.54,1,0,583.7,331.0,52.660000000000004
92,0,1,16.0,12.7,3.0,3.43,2,0,445.5,329.0,46.1
80,0,0,0.0,13.1,5.0,3.54,0,0,359.55,285.0,31.974999999999994
77,0,1,24.0,10.1,6.0,2.73,1,0,447.6,230.0,43.769999999999996
74,0,0,0.0,11.6,6.0,3.13,1,0,566.0,309.0,55.45
143,0,0,0.0,12.2,4.0,3.29,0,0,629.8,353.0,54.74
64,0,0,0.0,5.5,2.0,1.49,2,0,636.3,348.0,59.84
120,0,0,0.0,9.9,3.0,2.67,2,0,548.6999999999999,210.0,58.75
121,1,0,0.0,13.4,1.0,3.62,3,1,502.7,330.0,47.33
